# Kyoto, Japan 1,200 Year Cherry Tree Flowering Dates and March Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26430 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/historical/phenology/japan/kyoto2010tempsmooth.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Historical
#
# Dataset DOI: 
#
# Parameter_Keywords: phenology, reconstruction
#--------------------
# Contribution_Date
#	Date: 2019-03-23
#--------------------
# File_Last_Modified_Date
#	Date: 2019-03-23
#--------------------
# Title
#	Study_Name: Kyoto, Japan 1,200 Year Cherry Tree Flowering Dates and March Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Aono, Y.; Saito, S.; Kazui, K. 
#--------------------
# Description_Notes_and_Keywords
#	Description: Kyoto cherry blossom phenology data and March temperature reconstructions for the past 1,200 years. 
#	Full-flowering dates of Japanese cherry (Prunus jamasakura) at Kyoto, Japan, plus March temperature reconstructions.
#	Data 801 - 1400 A.D.; Aono and Saito (2010). Data 1401-2005 A.D.; Aono and Kazui (2008). 
#	Latest updated versions (Aono 2012) are available on Yasuyuki Aono's website: http://atmenv.envi.osakafu-u.ac.jp/aono/kyophenotemp4/
#--------------------
# Publication 
#	Authors: Yasuyuki Aono, Shizuka Saito
#	Published_Date_or_Year: 2010-03-01     
#	Published_Title: Clarifying springtime temperature reconstructions of the medieval period by gap-filling the cherry blossom phenological data series at Kyoto, Japan
#	Journal_Name: International Journal of Biometeorology
#	Volume: 54
#	Edition: 
#	Issue: 2
#	Pages: 211-219
#	Report_Number: 
#	DOI: 10.1007/s00484-009-0272-x
#	Online_Resource: https://link.springer.com/article/10.1007/s00484-009-0272-x
#	Full_Citation: 
#	Abstract: We investigated documents and diaries from the ninth to the fourteenth centuries to supplement the phenological data series of the flowering of Japanese cherry (Prunus jamasakura) in Kyoto, Japan, to improve and fill gaps in temperature estimates based on previously reported phenological data. We then reconstructed a nearly continuous series of March mean temperatures based on 224 years of cherry flowering data, including 51 years of previously unused data, to clarify springtime climate changes. We also attempted to estimate cherry full-flowering dates from phenological records of other deciduous species, adding further data for 6 years in the tenth and eleventh centuries by using the flowering phenology of Japanese wisteria (Wisteria floribunda). The reconstructed tenth century March mean temperatures were around 7C, indicating warmer conditions than at present. Temperatures then fell until the 1180s, recovered gradually until the 1310s, and then declined again in the mid-fourteenth century.
#------------------
# Publication 
#	Authors: Yasuyuki Aono and Keiko Kazui
#	Published_Date_or_Year: 2008-06-15    
#	Published_Title: Phenological data series of cherry tree flowering in Kyoto, Japan, and its application to reconstruction of springtime temperatures since the 9th century
#	Journal_Name: International Journal of Climatology
#	Volume: 28
#	Edition: 
#	Issue: 7
#	Pages: 905-914
#	Report_Number: 
#	DOI: 10.1002/joc.1594
#	Online_Resource: https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.1594
#	Full_Citation: 
#	Abstract: Changes in springtime temperature in Kyoto, Japan, since the 9th century were reconstructed, using the phenological data series for cherry tree (Prunus jamasakura), deduced from old diaries and chronicles. Phenological data for 732 years was made available by combining data from previous studies. The full-flowering date of cherry trees fluctuates in accordance with temperature conditions during February and March. Full-flowering dates were closely related to the March mean temperature by means of a temperature accumulation index, in which plant growth is considered to be an exponential function of temperature. Calibration enabled accurate estimation of temperatures in the instrumental period, after 1880; the root mean square error (RMSE) of temperature estimates was determined to be within 0.1 C, after smoothing by local linear regression over time spans of 31 years. The results suggested the existence of four cold periods, 1330-1350, 1520-1550, 1670-1700, and 1825-1830, during which periods the estimated March mean temperature was 4-5 C, about 3-4 C lower than the present normal temperature. These cold periods coincided with the less extreme periods, known as the Wolf, Spoerer, Maunder, and Dalton minima, in the long-term solar variation cycle, which has a periodicity of 150-250 years. The sunspot cycle length, a short-term solar variation cycle, was also compared with the temperature estimates, with the result that a time lag of about 15 years was detected in the climatic temperature response to short-term solar variation. 
#------------------
# Publication 
#	Authors: Yasuyuki Aono
#	Published_Date_or_Year: 2012     
#	Published_Title: (in Japanese)
#	Journal_Name: Chikyu Kankyo (Global Environment)
#	Volume: 17
#	Edition: 
#	Issue: 
#	Pages: 21-29
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: 
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Kyoto
#	Location: Asia>Eastern Asia>Japan 
#	Country: Japan
#	Northernmost_Latitude: 35.0
# 	Southernmost_Latitude: 35.0
# 	Easternmost_Longitude: 135.7683
# 	Westernmost_Longitude: 135.7683
# 	Elevation: 400 m
#------------------
# Data_Collection   
#	Collection_Name: Kyoto2010Flower
#	Earliest_Year: 801
#	Most_Recent_Year: 2010
#	Time_Unit: CE
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## age_CE	age, , , years CE, , , , ,N,
## temprec3	air temperature, , , degrees C, March, climate reconstructions, Reconstructed March mean temperature at Kyoto City, smoothed,N, 801 - 1400 A.D.; Aono and Saito (2010): 1401-2005 A.D.; Aono and Kazui (2008); deduced from 3 or more years phenological data in each 31-year time span used for smoothing by local linear regression 
## temprec16	air temperature, , , degrees C, March, climate reconstructions, Reconstructed March mean temperature at Kyoto City, smoothed,N, 801 - 1400 A.D.; Aono and Saito (2010): 1401-2005 A.D.; Aono and Kazui (2008); deduced from 16 or more years phenological data in each 31-year time span used for smoothing by local linear regression
## temprec22	air temperature, , , degrees C, March, climate reconstructions, Reconstructed March mean temperature at Kyoto City, smoothed,N, 801 - 1400 A.D.; Aono and Saito (2010): 1401-2005 A.D.; Aono and Kazui (2008); deduced from 22 or more years phenological data in each 31-year time span used for smoothing by local linear regression
## tempobs	air temperature, , , degrees C, March, instrumental, Observed March mean temperature at Kyoto City, ,N, smoothed by same procedure for temperature estimates
## tempUrb31	air temperature, , , degrees C, March, instrumental, Observed March mean temperature at Kyoto City, ,N,  urban effect (31-year running means
## temprec95+	air temperature upper 95% confidence limit, , , degrees C, March, climate reconstructions, Reconstructed March mean temperature at Kyoto City, smoothed,N, 801 - 1400 A.D.; Aono and Saito (2010): 1401-2005 A.D.; Aono and Kazui (2008)
## temprec95-	air temperature lower 95% confidence limit, , , degrees C, March, climate reconstructions, Reconstructed March mean temperature at Kyoto City, smoothed,N, 801 - 1400 A.D.; Aono and Saito (2010): 1401-2005 A.D.; Aono and Kazui (2008)
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: -999.9
#
age_CE	temprec3	temprec16	temprec22	tempobs	tempUrb31	temprec95+	temprec95-
801	-99.99	-99.99	-99.99			-99.99	-99.99
802	-99.99	-99.99	-99.99			-99.99	-99.99
803	-99.99	-99.99	-99.99			-99.99	-99.99
804	-99.99	-99.99	-99.99			-99.99	-99.99
805	-99.99	-99.99	-99.99			-99.99	-99.99
806	-99.99	-99.99	-99.99			-99.99	-99.99
807	-99.99	-99.99	-99.99			-99.99	-99.99
808	-99.99	-99.99	-99.99			-99.99	-99.99
809	-99.99	-99.99	-99.99			-99.99	-99.99
810	-99.99	-99.99	-99.99			-99.99	-99.99
811	-99.99	-99.99	-99.99			-99.99	-99.99
812	-99.99	-99.99	-99.99			-99.99	-99.99
813	-99.99	-99.99	-99.99			-99.99	-99.99
814	-99.99	-99.99	-99.99			-99.99	-99.99
815	-99.99	-99.99	-99.99			-99.99	-99.99
816	-99.99	-99.99	-99.99			-99.99	-99.99
817	-99.99	-99.99	-99.99			-99.99	-99.99
818	-99.99	-99.99	-99.99			-99.99	-99.99
819	-99.99	-99.99	-99.99			-99.99	-99.99
820	-99.99	-99.99	-99.99			-99.99	-99.99
821	-99.99	-99.99	-99.99			-99.99	-99.99
822	-99.99	-99.99	-99.99			-99.99	-99.99
823	-99.99	-99.99	-99.99			-99.99	-99.99
824	-99.99	-99.99	-99.99			-99.99	-99.99
825	-99.99	-99.99	-99.99			-99.99	-99.99
826	-99.99	-99.99	-99.99			-99.99	-99.99
827	-99.99	-99.99	-99.99			-99.99	-99.99
828	-99.99	-99.99	-99.99			-99.99	-99.99
829	-99.99	-99.99	-99.99			-99.99	-99.99
830	-99.99	-99.99	-99.99			-99.99	-99.99
831	-99.99	-99.99	-99.99			-99.99	-99.99
832	-99.99	-99.99	-99.99			-99.99	-99.99
833	-99.99	-99.99	-99.99			-99.99	-99.99
834	-99.99	-99.99	-99.99			-99.99	-99.99
835	-99.99	-99.99	-99.99			-99.99	-99.99
836	-99.99	-99.99	-99.99			-99.99	-99.99
837	-99.99	-99.99	-99.99			-99.99	-99.99
838	-99.99	-99.99	-99.99			-99.99	-99.99
839	-99.99	-99.99	-99.99			-99.99	-99.99
840	-99.99	-99.99	-99.99			-99.99	-99.99
841	-99.99	-99.99	-99.99			-99.99	-99.99
842	-99.99	-99.99	-99.99			-99.99	-99.99
843	-99.99	-99.99	-99.99			-99.99	-99.99
844	-99.99	-99.99	-99.99			-99.99	-99.99
845	-99.99	-99.99	-99.99			-99.99	-99.99
846	-99.99	-99.99	-99.99			-99.99	-99.99
847	-99.99	-99.99	-99.99			-99.99	-99.99
848	-99.99	-99.99	-99.99			-99.99	-99.99
849	-99.99	-99.99	-99.99			-99.99	-99.99
850	-99.99	-99.99	-99.99			-99.99	-99.99
851	-99.99	-99.99	-99.99			-99.99	-99.99
852	-99.99	-99.99	-99.99			-99.99	-99.99
853	5.84	-99.99	-99.99			9.98	1.70
854	5.87	-99.99	-99.99			10.99	0.75
855	5.99	-99.99	-99.99			10.78	1.21
856	6.12	-99.99	-99.99			10.60	1.64
857	6.25	-99.99	-99.99			10.47	2.02
858	6.37	-99.99	-99.99			10.39	2.35
859	6.50	-99.99	-99.99			10.37	2.63
860	6.62	-99.99	-99.99			10.42	2.83
861	6.75	-99.99	-99.99			10.54	2.96
862	6.88	-99.99	-99.99			10.73	3.03
863	7.00	-99.99	-99.99			10.99	3.02
864	7.13	-99.99	-99.99			11.31	2.95
865	7.25	-99.99	-99.99			11.68	2.83
866	7.38	-99.99	-99.99			12.10	2.66
867	-99.99	-99.99	-99.99			-99.99	-99.99
868	-99.99	-99.99	-99.99			-99.99	-99.99
869	-99.99	-99.99	-99.99			-99.99	-99.99
870	-99.99	-99.99	-99.99			-99.99	-99.99
871	-99.99	-99.99	-99.99			-99.99	-99.99
872	-99.99	-99.99	-99.99			-99.99	-99.99
873	-99.99	-99.99	-99.99			-99.99	-99.99
874	-99.99	-99.99	-99.99			-99.99	-99.99
875	-99.99	-99.99	-99.99			-99.99	-99.99
876	6.63	-99.99	-99.99			10.21	3.05
877	6.51	-99.99	-99.99			9.40	3.62
878	6.44	-99.99	-99.99			9.31	3.56
879	6.42	-99.99	-99.99			8.69	4.14
880	6.44	-99.99	-99.99			8.54	4.34
881	6.44	-99.99	-99.99			8.11	4.77
882	-99.99	-99.99	-99.99			-99.99	-99.99
883	-99.99	-99.99	-99.99			-99.99	-99.99
884	-99.99	-99.99	-99.99			-99.99	-99.99
885	-99.99	-99.99	-99.99			-99.99	-99.99
886	-99.99	-99.99	-99.99			-99.99	-99.99
887	-99.99	-99.99	-99.99			-99.99	-99.99
888	-99.99	-99.99	-99.99			-99.99	-99.99
889	-99.99	-99.99	-99.99			-99.99	-99.99
890	-99.99	-99.99	-99.99			-99.99	-99.99
891	5.60	-99.99	-99.99			7.05	4.15
892	5.71	-99.99	-99.99			7.00	4.42
893	5.82	-99.99	-99.99			7.63	4.01
894	5.95	-99.99	-99.99			7.66	4.24
895	6.08	-99.99	-99.99			7.73	4.44
896	6.22	-99.99	-99.99			7.84	4.59
897	6.40	-99.99	-99.99			8.45	4.36
898	6.23	-99.99	-99.99			7.57	4.89
899	6.30	-99.99	-99.99			7.62	4.97
900	6.36	-99.99	-99.99			7.70	5.03
901	6.43	-99.99	-99.99			7.79	5.08
902	6.65	-99.99	-99.99			8.23	5.08
903	6.74	-99.99	-99.99			8.34	5.14
904	6.83	-99.99	-99.99			8.48	5.19
905	6.88	-99.99	-99.99			8.79	4.97
906	6.98	-99.99	-99.99			8.96	5.00
907	7.11	-99.99	-99.99			9.11	5.11
908	6.93	-99.99	-99.99			8.34	5.53
909	6.98	-99.99	-99.99			8.40	5.55
910	7.08	-99.99	-99.99			8.57	5.58
911	7.20	-99.99	-99.99			8.69	5.72
912	7.35	-99.99	-99.99			9.09	5.60
913	7.36	-99.99	-99.99			9.05	5.67
914	7.37	-99.99	-99.99			9.03	5.70
915	7.45	-99.99	-99.99			8.91	5.99
916	7.48	-99.99	-99.99			8.92	6.04
917	7.50	-99.99	-99.99			8.95	6.06
918	7.40	-99.99	-99.99			9.01	5.79
919	7.37	-99.99	-99.99			8.95	5.80
920	7.34	-99.99	-99.99			8.90	5.79
921	7.32	-99.99	-99.99			8.88	5.75
922	7.29	-99.99	-99.99			8.87	5.70
923	7.26	-99.99	-99.99			8.89	5.62
924	7.21	-99.99	-99.99			9.10	5.31
925	7.19	-99.99	-99.99			9.16	5.21
926	6.85	-99.99	-99.99			8.85	4.84
927	6.78	-99.99	-99.99			8.83	4.74
928	6.61	-99.99	-99.99			8.59	4.63
929	6.92	-99.99	-99.99			10.29	3.55
930	6.77	-99.99	-99.99			10.21	3.34
931	6.63	-99.99	-99.99			10.18	3.07
932	6.48	-99.99	-99.99			10.21	2.76
933	6.33	-99.99	-99.99			10.10	2.56
934	6.40	-99.99	-99.99			9.07	3.73
935	6.80	-99.99	-99.99			8.52	5.08
936	6.79	-99.99	-99.99			8.50	5.07
937	6.77	-99.99	-99.99			8.49	5.05
938	6.76	-99.99	-99.99			8.50	5.01
939	6.84	-99.99	-99.99			9.15	4.53
940	7.40	-99.99	-99.99			9.95	4.84
941	7.45	-99.99	-99.99			10.01	4.90
942	6.82	-99.99	-99.99			9.60	4.05
943	6.68	-99.99	-99.99			9.07	4.29
944	6.78	-99.99	-99.99			8.87	4.69
